question,model,prompt_template,response_time,status,match,sql_query,sql_result
Where is it the hottest?,llama3,few_shot,28.81794261932373,ok,True,"SELECT City, Temperature FROM Weather ORDER BY Temperature DESC","Phoenix, 35, Cairo, 32, Houston, 30, Mumbai, 30, Rio de Janeiro, 29, Bangalore, 28, Tokyo, 26, Los Angeles, 25, Beijing, 24, Buenos Aires, 23, Sydney, 22, New York, 22, Paris, 21, Toronto, 20, Johannesburg, 20, Cape Town, 19, London, 18, Chicago, 18, Warsaw, 16, Moscow, 15"
What is the temperature in Warsaw?,llama3,few_shot,16.994489192962646,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,llama3,few_shot,12.446516036987305,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%tropical%',"Houston, Bangalore, Tokyo, Sydney, Rio de Janeiro, Mumbai, Buenos Aires, Johannesburg"
Is it cloudy in Berlin?,llama3,few_shot,42.45546746253967,ok,False,SELECT * FROM Weather WHERE City = 'Berlin' AND Weather LIKE '%cloudy%',
What's the temperature in Fort Worth?,llama3,few_shot,15.314136028289797,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,llama3,few_shot,30.49163556098938,ok,True,"SELECT City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15, Warsaw, 16, London, 18, Chicago, 18, Cape Town, 19, Toronto, 20, Johannesburg, 20, Paris, 21, New York, 22, Sydney, 22, Buenos Aires, 23, Beijing, 24, Los Angeles, 25, Tokyo, 26, Bangalore, 28, Rio de Janeiro, 29, Mumbai, 30, Houston, 30, Cairo, 32, Phoenix, 35"
Which cities have temperate climate?,llama3,few_shot,33.8816442489624,sql_error,False,,
WHere is it the hotest?,llama3,few_shot,42.89074492454529,no_sql,False,,
Where is the sky clear?,llama3,few_shot,15.459543943405151,ok,True,SELECT City FROM Weather WHERE Weather LIKE '%clear%',"Tokyo, Buenos Aires"
Where is it 20 degrees?,llama3,few_shot,20.010529279708862,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,llama3,few_shot,39.74852108955383,sql_error,False,,
Where is it raining?,llama3,rag_style,55.211535930633545,sql_error,False,,
Where is it the hottest?,llama3,rag_style,39.406633615493774,sql_error,False,,
What is the temperature in Warsaw?,llama3,rag_style,40.2883026599884,sql_error,False,,
Which cities have tropical climate?,llama3,rag_style,28.12234258651733,sql_error,False,,
Is it cloudy in Berlin?,llama3,rag_style,40.135984897613525,sql_error,False,,
What's the temperature in Fort Worth?,llama3,rag_style,41.58022713661194,sql_error,False,,
Where is it the coldest?,llama3,rag_style,40.46020007133484,sql_error,False,,
Which cities have temperate climate?,llama3,rag_style,41.22545647621155,sql_error,False,,
WHere is it the hotest?,llama3,rag_style,39.3156852722168,no_sql,False,,
Where is the sky clear?,llama3,rag_style,37.17730927467346,sql_error,False,,
Where is it 20 degrees?,llama3,rag_style,28.056740283966064,sql_error,False,,
What is the average temperature in sunny cities?,llama3,rag_style,37.85687017440796,sql_error,False,,
Where is it raining?,llama3,conversational,22.00900292396545,sql_error,False,,
Where is it the hottest?,llama3,conversational,10.690612077713013,sql_error,False,,
What is the temperature in Warsaw?,llama3,conversational,10.747008323669434,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,llama3,conversational,11.703028440475464,sql_error,False,,
Is it cloudy in Berlin?,llama3,conversational,16.23731279373169,ok,False,SELECT * FROM Weather WHERE City = 'Berlin' AND Weather = 'cloudy',
What's the temperature in Fort Worth?,llama3,conversational,11.155610799789429,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,llama3,conversational,11.987706661224363,sql_error,False,,
Which cities have temperate climate?,llama3,conversational,10.663771152496338,sql_error,False,,
WHere is it the hotest?,llama3,conversational,10.54727816581726,ok,False,SELECT * FROM Weather WHERE Weather = 'honest',
Where is the sky clear?,llama3,conversational,11.458289623260498,sql_error,False,,
Where is it 20 degrees?,llama3,conversational,10.13216519355774,sql_error,False,,
What is the average temperature in sunny cities?,llama3,conversational,14.050474166870115,sql_error,False,,
Where is it raining?,mistral,default,84.02296495437622,sql_error,False,,
Where is it the hottest?,mistral,default,14.34977412223816,ok,True,"SELECT City, MAX(Temperature) FROM Weather GROUP BY City","Bangalore, 28, Beijing, 24, Buenos Aires, 23, Cairo, 32, Cape Town, 19, Chicago, 18, Houston, 30, Johannesburg, 20, London, 18, Los Angeles, 25, Moscow, 15, Mumbai, 30, New York, 22, Paris, 21, Phoenix, 35, Rio de Janeiro, 29, Sydney, 22, Tokyo, 26, Toronto, 20, Warsaw, 16"
What is the temperature in Warsaw?,mistral,default,16.113750219345093,ok,True,SELECT Temperature FROM Weather WHERE City LIKE '%Warsaw%',16
Which cities have tropical climate?,mistral,default,13.240301609039308,ok,False,"SELECT City, Climate FROM Weather WHERE Climate = 'tropical'","Rio de Janeiro, tropical"
Is it cloudy in Berlin?,mistral,default,18.8010687828064,ok,False,"SELECT City, Weather FROM Weather WHERE City = 'Berlin' AND Weather LIKE '%cloudy%'",
What's the temperature in Fort Worth?,mistral,default,15.570034503936768,ok,False,SELECT Temperature FROM Weather WHERE City LIKE '%Fort Worth%',
Where is it the coldest?,mistral,default,16.194624185562134,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15"
Which cities have temperate climate?,mistral,default,14.500291347503662,ok,True,"SELECT City, Climate FROM Weather WHERE Climate = 'temperate'","New York, temperate, Warsaw, temperate, Paris, temperate"
WHere is it the hotest?,mistral,default,14.71001935005188,ok,False,"SELECT City, Weather FROM Weather WHERE Climate LIKE '%honest%'",
Where is the sky clear?,mistral,default,12.303641319274902,ok,True,"SELECT City, Weather FROM Weather WHERE Weather LIKE '%clear%'","Tokyo, clear, Buenos Aires, clear"
Where is it 20 degrees?,mistral,default,11.716586828231812,ok,True,"SELECT City, Temperature FROM Weather WHERE Temperature = 20","Toronto, 20, Johannesburg, 20"
What is the average temperature in sunny cities?,mistral,default,22.70233392715454,sql_error,False,,
Where is it raining?,mistral,schema_only,29.238685131073,sql_error,False,,
Where is it the hottest?,mistral,schema_only,36.535210371017456,sql_error,False,,
What is the temperature in Warsaw?,mistral,schema_only,37.909056186676025,ok,True,SELECT TOP 1 Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,mistral,schema_only,29.53927326202393,ok,False,SELECT City FROM Weather WHERE Climate = 'tropical',Rio de Janeiro
Is it cloudy in Berlin?,mistral,schema_only,35.58067536354065,ok,False,SELECT City FROM Weather WHERE City = 'Berlin' AND Weather = 'cloudy',
What's the temperature in Fort Worth?,mistral,schema_only,36.6218843460083,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,mistral,schema_only,37.58237814903259,ok,True,SELECT City FROM Weather,"New York, Los Angeles, Chicago, Houston, Phoenix, Toronto, Warsaw, Bangalore, London, Paris, Tokyo, Sydney, Cape Town, Moscow, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires, Johannesburg"
Which cities have temperate climate?,mistral,schema_only,13.89962363243103,sql_error,False,,
WHere is it the hotest?,mistral,schema_only,39.26447892189026,no_sql,False,,
Where is the sky clear?,mistral,schema_only,22.472153425216675,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,mistral,schema_only,20.77029800415039,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,schema_only,40.65044856071472,no_sql,False,,
Where is it raining?,mistral,instructional,58.22277736663818,sql_error,False,,
Where is it the hottest?,mistral,instructional,39.89644408226013,ok,False,SELECT City FROM Weather,"New York, Los Angeles, Chicago, Houston, Phoenix, Toronto, Warsaw, Bangalore, London, Paris, Tokyo, Sydney, Cape Town, Moscow, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires, Johannesburg"
What is the temperature in Warsaw?,mistral,instructional,39.902857065200806,sql_error,False,,
Which cities have tropical climate?,mistral,instructional,43.51931977272034,ok,False,SELECT City FROM Weather WHERE Climate = 'tropical',Rio de Janeiro
Is it cloudy in Berlin?,mistral,instructional,39.50003719329834,ok,False,SELECT Weather FROM Weather,"sunny, partly cloudy, cloudy, thunderstorms, sunny, partly cloudy, overcast, rainy, drizzle, partly sunny, clear, windy, partly cloudy, cloudy, scattered showers, smoggy, humid, sunny, clear, partly sunny"
What's the temperature in Fort Worth?,mistral,instructional,41.18660640716553,sql_error,False,,
Where is it the coldest?,mistral,instructional,38.14192867279053,sql_error,False,,
Which cities have temperate climate?,mistral,instructional,37.99056625366211,sql_error,False,,
WHere is it the hotest?,mistral,instructional,39.77578687667847,no_sql,False,,
Where is the sky clear?,mistral,instructional,49.19443583488464,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,mistral,instructional,55.21425437927246,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,instructional,52.27636933326721,sql_error,False,,
Where is it raining?,mistral,few_shot,59.311704874038696,sql_error,False,,
Where is it the hottest?,mistral,few_shot,43.98823761940002,sql_error,False,,
What is the temperature in Warsaw?,mistral,few_shot,30.14059591293335,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,mistral,few_shot,50.343170166015625,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%tropical%',"Houston, Bangalore, Tokyo, Sydney, Rio de Janeiro, Mumbai, Buenos Aires, Johannesburg"
Is it cloudy in Berlin?,mistral,few_shot,53.034428358078,ok,False,SELECT City FROM Weather WHERE Weather LIKE '%cloudy%' AND City = 'Berlin',
What's the temperature in Fort Worth?,mistral,few_shot,19.289767503738403,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,mistral,few_shot,16.532496452331543,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15"
Which cities have temperate climate?,mistral,few_shot,15.493074655532835,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%temperate%',"New York, Warsaw, London, Paris"
WHere is it the hotest?,mistral,few_shot,42.68900752067566,no_sql,False,,
Where is the sky clear?,mistral,few_shot,31.344808101654053,sql_error,False,,
Where is it 20 degrees?,mistral,few_shot,12.624990224838257,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,few_shot,47.53874969482422,no_sql,False,,
Where is it raining?,mistral,rag_style,64.02856969833374,sql_error,False,,
Where is it the hottest?,mistral,rag_style,47.85523343086243,sql_error,False,,
What is the temperature in Warsaw?,mistral,rag_style,44.13694214820862,sql_error,False,,
Which cities have tropical climate?,mistral,rag_style,15.820915699005129,sql_error,False,,
Is it cloudy in Berlin?,mistral,rag_style,53.34227275848389,sql_error,False,,
What's the temperature in Fort Worth?,mistral,rag_style,47.96010732650757,sql_error,False,,
Where is it the coldest?,mistral,rag_style,52.3780505657196,sql_error,False,,
Which cities have temperate climate?,mistral,rag_style,15.70155906677246,sql_error,False,,
WHere is it the hotest?,mistral,rag_style,42.793519020080566,no_sql,False,,
Where is the sky clear?,mistral,rag_style,29.360732555389404,ok,False,SELECT City FROM Weather WHERE Weather = 'sunny',"New York, Phoenix, Cairo"
Where is it 20 degrees?,mistral,rag_style,28.36670756340027,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,rag_style,43.07344722747803,sql_error,False,,
Where is it raining?,mistral,conversational,24.590145587921143,sql_error,False,,
Where is it the hottest?,mistral,conversational,14.19445514678955,sql_error,False,,
What is the temperature in Warsaw?,mistral,conversational,13.384743213653564,sql_error,False,,
Which cities have tropical climate?,mistral,conversational,12.749530792236328,sql_error,False,,
Is it cloudy in Berlin?,mistral,conversational,15.676120519638062,sql_error,False,,
What's the temperature in Fort Worth?,mistral,conversational,14.767234086990356,sql_error,False,,
Where is it the coldest?,mistral,conversational,13.882385730743408,sql_error,False,,
Which cities have temperate climate?,mistral,conversational,12.648337364196776,sql_error,False,,
WHere is it the hotest?,mistral,conversational,13.7174711227417,sql_error,False,,
Where is the sky clear?,mistral,conversational,11.911225080490112,sql_error,False,,
Where is it 20 degrees?,mistral,conversational,12.504326820373535,sql_error,False,,
What is the average temperature in sunny cities?,mistral,conversational,17.002930641174316,sql_error,False,,
Where is it raining?,mistral,default,68.8051552772522,sql_error,False,,
Where is it the hottest?,mistral,default,13.594275951385498,ok,True,"SELECT City, MAX(Temperature) FROM Weather GROUP BY City","Bangalore, 28, Beijing, 24, Buenos Aires, 23, Cairo, 32, Cape Town, 19, Chicago, 18, Houston, 30, Johannesburg, 20, London, 18, Los Angeles, 25, Moscow, 15, Mumbai, 30, New York, 22, Paris, 21, Phoenix, 35, Rio de Janeiro, 29, Sydney, 22, Tokyo, 26, Toronto, 20, Warsaw, 16"
What is the temperature in Warsaw?,mistral,default,13.432245254516602,ok,True,SELECT Temperature FROM Weather WHERE City LIKE '%Warsaw%',16
Which cities have tropical climate?,mistral,default,12.59777855873108,ok,False,"SELECT City, Climate FROM Weather WHERE Climate = 'tropical'","Rio de Janeiro, tropical"
Is it cloudy in Berlin?,mistral,default,18.53620719909668,ok,False,"SELECT City, Weather FROM Weather WHERE City = 'Berlin' AND Weather LIKE '%cloudy%'",
What's the temperature in Fort Worth?,mistral,default,16.420840978622437,ok,False,SELECT Temperature FROM Weather WHERE City LIKE '%Fort Worth%',
Where is it the coldest?,mistral,default,18.008857488632202,ok,True,"SELECT City, MIN(Temperature) as coldest_temperature FROM Weather GROUP BY City","Bangalore, 28, Beijing, 24, Buenos Aires, 23, Cairo, 32, Cape Town, 19, Chicago, 18, Houston, 30, Johannesburg, 20, London, 18, Los Angeles, 25, Moscow, 15, Mumbai, 30, New York, 22, Paris, 21, Phoenix, 35, Rio de Janeiro, 29, Sydney, 22, Tokyo, 26, Toronto, 20, Warsaw, 16"
Which cities have temperate climate?,mistral,default,12.855860233306885,ok,True,"SELECT City, Climate FROM Weather WHERE Climate = 'temperate'","New York, temperate, Warsaw, temperate, Paris, temperate"
WHere is it the hotest?,mistral,default,16.47045063972473,ok,False,"SELECT City, Weather FROM Weather WHERE LOWER(City) LIKE '%honest%'",
Where is the sky clear?,mistral,default,15.732345819473268,ok,True,"SELECT City, Weather FROM Weather WHERE Weather LIKE '%clear%'","Tokyo, clear, Buenos Aires, clear"
Where is it 20 degrees?,mistral,default,13.793068647384644,ok,True,"SELECT City, Temperature FROM Weather WHERE Temperature = 20","Toronto, 20, Johannesburg, 20"
What is the average temperature in sunny cities?,mistral,default,27.639111280441284,sql_error,False,,
Where is it raining?,mistral,schema_only,42.53292727470398,sql_error,False,,
Where is it the hottest?,mistral,schema_only,39.33496689796448,sql_error,False,,
What is the temperature in Warsaw?,mistral,schema_only,39.574737548828125,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,mistral,schema_only,15.182630777359009,sql_error,False,,
Is it cloudy in Berlin?,mistral,schema_only,42.41831994056702,ok,False,SELECT City FROM Weather WHERE City = 'Berlin' AND Weather = 'cloudy',
What's the temperature in Fort Worth?,mistral,schema_only,40.8527147769928,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,mistral,schema_only,37.627774715423584,ok,True,SELECT City FROM Weather,"New York, Los Angeles, Chicago, Houston, Phoenix, Toronto, Warsaw, Bangalore, London, Paris, Tokyo, Sydney, Cape Town, Moscow, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires, Johannesburg"
Which cities have temperate climate?,mistral,schema_only,13.240604400634766,sql_error,False,,
WHere is it the hotest?,mistral,schema_only,43.64157223701477,no_sql,False,,
Where is the sky clear?,mistral,schema_only,23.655726432800293,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,mistral,schema_only,24.657369136810303,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,schema_only,46.090576171875,no_sql,False,,
Where is it raining?,mistral,instructional,59.28158855438232,sql_error,False,,
Where is it the hottest?,mistral,instructional,40.17643976211548,ok,False,SELECT City FROM Weather,"New York, Los Angeles, Chicago, Houston, Phoenix, Toronto, Warsaw, Bangalore, London, Paris, Tokyo, Sydney, Cape Town, Moscow, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires, Johannesburg"
What is the temperature in Warsaw?,mistral,instructional,41.06059646606445,sql_error,False,,
Which cities have tropical climate?,mistral,instructional,40.346659898757935,sql_error,False,,
Is it cloudy in Berlin?,mistral,instructional,37.25853443145752,sql_error,False,,
What's the temperature in Fort Worth?,mistral,instructional,37.28970837593079,sql_error,False,,
Where is it the coldest?,mistral,instructional,37.90435433387756,sql_error,False,,
Which cities have temperate climate?,mistral,instructional,39.16285920143128,sql_error,False,,
WHere is it the hotest?,mistral,instructional,36.47763752937317,no_sql,False,,
Where is the sky clear?,mistral,instructional,44.63510179519653,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,mistral,instructional,39.47097706794739,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,instructional,39.85957932472229,sql_error,False,,
Where is it raining?,mistral,few_shot,53.99217033386231,sql_error,False,,
Where is it the hottest?,mistral,few_shot,40.73606252670288,sql_error,False,,
What is the temperature in Warsaw?,mistral,few_shot,25.96477508544922,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,mistral,few_shot,39.1473822593689,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%tropical%',"Houston, Bangalore, Tokyo, Sydney, Rio de Janeiro, Mumbai, Buenos Aires, Johannesburg"
Is it cloudy in Berlin?,mistral,few_shot,43.75387740135193,ok,False,SELECT City FROM Weather WHERE Weather LIKE '%cloudy%' AND City = 'Berlin',
What's the temperature in Fort Worth?,mistral,few_shot,14.124733924865724,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,mistral,few_shot,13.641072511672974,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15"
Which cities have temperate climate?,mistral,few_shot,15.074743747711182,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%temperate%',"New York, Warsaw, London, Paris"
WHere is it the hotest?,mistral,few_shot,41.63271951675415,no_sql,False,,
Where is the sky clear?,mistral,few_shot,22.80787444114685,sql_error,False,,
Where is it 20 degrees?,mistral,few_shot,11.088629722595217,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,few_shot,40.20268177986145,no_sql,False,,
Where is it raining?,mistral,rag_style,53.26779007911682,sql_error,False,,
Where is it the hottest?,mistral,rag_style,43.242469787597656,sql_error,False,,
What is the temperature in Warsaw?,mistral,rag_style,46.73743677139282,no_sql,False,,
Which cities have tropical climate?,mistral,rag_style,15.20369553565979,sql_error,False,,
Is it cloudy in Berlin?,mistral,rag_style,44.03122568130493,sql_error,False,,
What's the temperature in Fort Worth?,mistral,rag_style,42.84090209007263,sql_error,False,,
Where is it the coldest?,mistral,rag_style,40.97571301460266,sql_error,False,,
Which cities have temperate climate?,mistral,rag_style,14.284771203994753,sql_error,False,,
WHere is it the hotest?,mistral,rag_style,42.35911011695862,no_sql,False,,
Where is the sky clear?,mistral,rag_style,25.392643928527832,ok,False,SELECT City FROM Weather WHERE Weather = 'sunny',"New York, Phoenix, Cairo"
Where is it 20 degrees?,mistral,rag_style,23.04910087585449,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,rag_style,41.66817760467529,sql_error,False,,
Where is it raining?,mistral,conversational,23.56134915351868,sql_error,False,,
Where is it the hottest?,mistral,conversational,15.466334581375122,sql_error,False,,
What is the temperature in Warsaw?,mistral,conversational,13.339787721633911,sql_error,False,,
Which cities have tropical climate?,mistral,conversational,13.76646637916565,sql_error,False,,
Is it cloudy in Berlin?,mistral,conversational,16.651633739471436,sql_error,False,,
What's the temperature in Fort Worth?,mistral,conversational,14.934741020202637,sql_error,False,,
Where is it the coldest?,mistral,conversational,15.5627019405365,sql_error,False,,
Which cities have temperate climate?,mistral,conversational,13.59442138671875,sql_error,False,,
WHere is it the hotest?,mistral,conversational,14.45780110359192,sql_error,False,,
Where is the sky clear?,mistral,conversational,12.67610216140747,sql_error,False,,
Where is it 20 degrees?,mistral,conversational,11.184483766555786,sql_error,False,,
What is the average temperature in sunny cities?,mistral,conversational,14.161477327346802,sql_error,False,,
Where is it raining?,mistral,default,68.36028861999512,sql_error,False,,
Where is it the hottest?,mistral,default,12.681101083755491,ok,True,"SELECT City, MAX(Temperature) FROM Weather GROUP BY City","Bangalore, 28, Beijing, 24, Buenos Aires, 23, Cairo, 32, Cape Town, 19, Chicago, 18, Houston, 30, Johannesburg, 20, London, 18, Los Angeles, 25, Moscow, 15, Mumbai, 30, New York, 22, Paris, 21, Phoenix, 35, Rio de Janeiro, 29, Sydney, 22, Tokyo, 26, Toronto, 20, Warsaw, 16"
What is the temperature in Warsaw?,mistral,default,13.221086263656616,ok,True,SELECT Temperature FROM Weather WHERE City LIKE '%Warsaw%',16
Which cities have tropical climate?,mistral,default,12.489865779876707,ok,False,"SELECT City, Climate FROM Weather WHERE Climate = 'tropical'","Rio de Janeiro, tropical"
Is it cloudy in Berlin?,mistral,default,15.806179285049438,ok,False,"SELECT City, Weather FROM Weather WHERE City = 'Berlin' AND Weather LIKE '%cloudy%'",
What's the temperature in Fort Worth?,mistral,default,13.772117137908936,ok,False,SELECT Temperature FROM Weather WHERE City LIKE '%Fort Worth%',
Where is it the coldest?,mistral,default,17.575844287872314,ok,True,"SELECT City, MIN(Temperature) as coldest_temperature FROM Weather GROUP BY City","Bangalore, 28, Beijing, 24, Buenos Aires, 23, Cairo, 32, Cape Town, 19, Chicago, 18, Houston, 30, Johannesburg, 20, London, 18, Los Angeles, 25, Moscow, 15, Mumbai, 30, New York, 22, Paris, 21, Phoenix, 35, Rio de Janeiro, 29, Sydney, 22, Tokyo, 26, Toronto, 20, Warsaw, 16"
Which cities have temperate climate?,mistral,default,13.563924074172974,ok,True,"SELECT City, Climate FROM Weather WHERE Climate = 'temperate'","New York, temperate, Warsaw, temperate, Paris, temperate"
WHere is it the hotest?,mistral,default,12.83618187904358,ok,False,"SELECT City, Weather FROM Weather WHERE Climate LIKE '%honest%'",
Where is the sky clear?,mistral,default,13.265546083450316,ok,True,"SELECT City, Weather FROM Weather WHERE Weather LIKE '%clear%'","Tokyo, clear, Buenos Aires, clear"
Where is it 20 degrees?,mistral,default,13.207154989242554,ok,True,"SELECT City, Temperature FROM Weather WHERE Temperature = 20","Toronto, 20, Johannesburg, 20"
What is the average temperature in sunny cities?,mistral,default,23.808570384979248,sql_error,False,,
Where is it raining?,mistral,schema_only,29.67497730255127,sql_error,False,,
Where is it the hottest?,mistral,schema_only,40.65640830993652,sql_error,False,,
What is the temperature in Warsaw?,mistral,schema_only,43.6478157043457,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,mistral,schema_only,28.256330966949463,ok,False,SELECT City FROM Weather WHERE Climate = 'tropical',Rio de Janeiro
Is it cloudy in Berlin?,mistral,schema_only,39.84827947616577,ok,False,SELECT City FROM Weather WHERE City = 'Berlin' AND Weather = 'cloudy',
What's the temperature in Fort Worth?,mistral,schema_only,43.59717035293579,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,mistral,schema_only,45.38092732429504,ok,True,SELECT City FROM Weather,"New York, Los Angeles, Chicago, Houston, Phoenix, Toronto, Warsaw, Bangalore, London, Paris, Tokyo, Sydney, Cape Town, Moscow, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires, Johannesburg"
Which cities have temperate climate?,mistral,schema_only,14.307927131652832,sql_error,False,,
WHere is it the hotest?,mistral,schema_only,44.36321949958801,no_sql,False,,
Where is the sky clear?,mistral,schema_only,22.247968196868896,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,mistral,schema_only,23.29539060592652,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,schema_only,42.85374975204468,no_sql,False,,
Where is it raining?,mistral,instructional,61.789878606796265,sql_error,False,,
Where is it the hottest?,mistral,instructional,40.709975481033325,ok,False,SELECT City FROM Weather,"New York, Los Angeles, Chicago, Houston, Phoenix, Toronto, Warsaw, Bangalore, London, Paris, Tokyo, Sydney, Cape Town, Moscow, Rio de Janeiro, Beijing, Mumbai, Cairo, Buenos Aires, Johannesburg"
What is the temperature in Warsaw?,mistral,instructional,41.66813921928406,sql_error,False,,
Which cities have tropical climate?,mistral,instructional,41.43746852874756,sql_error,False,,
Is it cloudy in Berlin?,mistral,instructional,41.3697817325592,sql_error,False,,
What's the temperature in Fort Worth?,mistral,instructional,43.54165506362915,sql_error,False,,
Where is it the coldest?,mistral,instructional,41.38859939575195,ok,True,SELECT City FROM Weather WHERE Temperature = (SELECT MIN(Temperature) FROM Weather),Moscow
Which cities have temperate climate?,mistral,instructional,46.1838116645813,sql_error,False,,
WHere is it the hotest?,mistral,instructional,46.45695614814758,no_sql,False,,
Where is the sky clear?,mistral,instructional,45.57916045188904,ok,True,SELECT City FROM Weather WHERE Weather = 'clear',"Tokyo, Buenos Aires"
Where is it 20 degrees?,mistral,instructional,46.35329866409302,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,instructional,39.49855351448059,sql_error,False,,
Where is it raining?,mistral,few_shot,54.235978841781616,sql_error,False,,
Where is it the hottest?,mistral,few_shot,38.21522474288941,sql_error,False,,
What is the temperature in Warsaw?,mistral,few_shot,25.096152544021606,ok,True,SELECT Temperature FROM Weather WHERE City = 'Warsaw',16
Which cities have tropical climate?,mistral,few_shot,43.23874640464783,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%tropical%',"Houston, Bangalore, Tokyo, Sydney, Rio de Janeiro, Mumbai, Buenos Aires, Johannesburg"
Is it cloudy in Berlin?,mistral,few_shot,39.07709217071533,ok,False,SELECT City FROM Weather WHERE Weather LIKE '%cloudy%' AND City = 'Berlin',
What's the temperature in Fort Worth?,mistral,few_shot,14.624130249023438,ok,False,SELECT Temperature FROM Weather WHERE City = 'Fort Worth',
Where is it the coldest?,mistral,few_shot,13.57028341293335,ok,True,"SELECT TOP 1 City, Temperature FROM Weather ORDER BY Temperature ASC","Moscow, 15"
Which cities have temperate climate?,mistral,few_shot,13.319873094558716,ok,True,SELECT City FROM Weather WHERE Climate LIKE '%temperate%',"New York, Warsaw, London, Paris"
WHere is it the hotest?,mistral,few_shot,42.92662024497986,no_sql,False,,
Where is the sky clear?,mistral,few_shot,23.163419485092163,sql_error,False,,
Where is it 20 degrees?,mistral,few_shot,10.53392481803894,ok,True,SELECT City FROM Weather WHERE Temperature = 20,"Toronto, Johannesburg"
What is the average temperature in sunny cities?,mistral,few_shot,42.48780131340027,no_sql,False,,
Where is it raining?,mistral,rag_style,53.51354598999024,sql_error,False,,
Where is it the hottest?,mistral,rag_style,39.6321873664856,sql_error,False,,
What is the temperature in Warsaw?,mistral,rag_style,45.492082357406616,no_sql,False,,
